name,id,sub1,sub2,sub3,marks,percentage,result,course_enrollment_date,study_hrs_per_day,age,grade,random_color,device_id
      divya sharma      ,     00422     ,   86   ,   52   ,   -24   ,   86+52+-24   ,   57.0   ,   Pass   ,   2018-11-26   ,   7.3   ,   18.5   ,   C   ,   yellow   ,   2DFFC5ED   
     ROHIT VARMA     ,       423        ,   50   ,   74   ,   79   ,   50+74+79   ,   None   ,   Pass   ,   2020-05-15   ,   4.4   ,   18   ,   None   ,   black   ,   B3F1C14B   
     Suresh Sharma      ,     id_424    ,   46   ,   150   ,   AB   ,   46+150+AB   ,   75.0   ,   Pass   ,   2020-02-13   ,   5.9   ,   10   ,   B+   ,   blue   ,   A0C33753   
     Teja Varma      ,     00425     ,   AB   ,   79   ,   None   ,   AB+79+None   ,   65.67%   ,   Pass   ,   27-Jan-2019   ,   29.3   ,   19   ,   Good   ,   yellow   ,   E7542961   
      teja agarwal      ,       426        ,   86   ,   37   ,   AB   ,   missing   ,   70.33   ,   Pass   ,"   September 29, 2019   ",   3.3   ,   18   ,   B   ,   black   ,   C7811451   
     SNEHA GUPTA     ,       427        ,   87   ,   30   ,   96   ,   213   ,   71.0   ,   Pass   ,   2024-06-12   ,   1.0   ,   17   ,   B   ,   black   ,   DD738054   
     RAHUL PATEL     ,   428   ,   57   ,   37   ,   74   ,   57+37+74   ,   56.0%   ,   Pass   ,   22-Oct-2020   ,    two    ,   62   ,   Average   ,   red   ,   681A1F1C   
      lokesh khan      ,     S429X     ,   None   ,   58   ,   33   ,   141   ,   47.0   ,   Pass   ,"   August 02, 2022   ",   -6.6   ,   16   ,   D   ,   blue   ,   63CB76F4   
     Prasad Goud      ,    STU-0430    ,   None   ,   34   ,   55   ,   None+34+55   ,   60.0   ,   Pass   ,"   January 10, 2020   ",   4.7   ,   17   ,   None   ,   black   ,   62003290   
     Kiran Varma      ,     00431     ,   73   ,   76   ,   56   ,   205   ,   68.33   ,   Pass   ,   26/03/2022   ,   None   ,   17   ,   B   ,   white   ,   F736062D   
     DEVIKA GOUD     ,     00432     ,   87   ,   63   ,   75   ,   87+63+75   ,   75.0   ,   Pass   ,   14/04/2019   ,   -6.4   ,   None   ,   Good   ,   black   ,   4B831312   
      lokesh sharma      ,     00433     ,   76   ,   -18   ,   93   ,   263   ,   133.03   ,   Pass   ,   03-09-2024   ,   2.0   ,     16 years    ,   None   ,   yellow   ,   7C9BB760   
     POOJA GOUD     ,       434        ,   92   ,   84   ,   80   ,   92+84+80   ,   141.1   ,   Pass   ,   09/02/2021   ,     7.8 hrs    ,   17.5   ,   A   ,   red   ,   14B7884A   
     Shiva Varma      ,   None   ,   73   ,   72   ,   107   ,   73+72+107   ,   74.67   ,   Pass   ,   28/10/2020   ,     2.8 hrs    ,   16   ,   B+   ,   green   ,   CC203D4F   
     VARUN SHARMA     ,       436        ,   48   ,   59   ,   35   ,   48+59+35   ,   47.33   ,   Pass   ,"   November 29, 2024   ",   2.7   ,   17   ,   Below Avg   ,   red   ,   38E909FB   
     Sanjana Varma      ,       437        ,   39   ,   46   ,   107   ,   39+46+107   ,   57.67   ,   Pass   ,   2020-05-23   ,   2.5   ,   16   ,   Average   ,   green   ,   A90CEF2A   
      vikram goud      ,     S438X     ,   69   ,   55   ,   44   ,   69+55+44   ,   56.0   ,   Pass   ,"   April 05, 2019   ",   1.0   ,   19   ,   C   ,   blue   ,   57F77D50   
     VIKRAM SHARMA     ,     id_439    ,   52   ,   37   ,   59   ,   52+37+59   ,   49.33   ,   Pass   ,   None   ,   0.9   ,   40   ,   D   ,   blue   ,   F00241D0   
     KIRAN GUPTA     ,   440   ,   43   ,   76   ,   -24   ,   43+76+-24   ,   63.33   ,   Pass   ,   2022-03-30   ,   None   ,   16   ,   B   ,   black   ,   87C94CBA   
      devika khan      ,     00441     ,   92   ,   75   ,   66   ,   92+75+66   ,   77.67   ,   Pass   ,"   January 22, 2020   ",    two    ,   19.5   ,   A   ,   white   ,   5109B401   
     SHIVA GOUD     ,    STU-0442    ,   51   ,   150   ,   71   ,   219   ,   73.0   ,   Pass   ,   01-01-2022   ,   6.3   ,   None   ,   Good   ,   blue   ,   630C221F   
     LOKESH SHARMA     ,     00443     ,   41   ,   150   ,   64   ,   41+150+64   ,   55.67   ,   Pass   ,   13/11/2022   ,   1.1   ,   16   ,   C   ,   black   ,   C337D202   
     LOKESH GOUD     ,   None   ,   80   ,   30   ,   107   ,   80+30+107   ,   48.33   ,   Pass   ,"   May 03, 2020   ",   -4.4   ,   19   ,   Below Avg   ,   red   ,   F935B15C   
     Harika Goud      ,   445   ,   47   ,   48   ,   97   ,   N/A   ,   64.0   ,   Pass   ,"   April 02, 2024   ",    two    ,   16   ,   Good   ,   blue   ,   59961B8B   
     Naveen Agarwal      ,   446   ,   74   ,   60   ,   47   ,   74+60+47   ,   N/A   ,   Pass   ,"   August 22, 2021   ",    0    ,   16   ,   B+   ,   red   ,   159B46EA   
     Prasad Naidu      ,   447   ,   76   ,   43   ,   58   ,   76+43+58   ,   59.0   ,   Pass   ,   04-23-2019   ,   5.3   ,   18   ,   C   ,   red   ,   F6121509   
     SNEHA KHAN     ,     id_448    ,   43   ,   82   ,   88   ,   43+82+88   ,   71.0   ,   Pass   ,   03-13-2024   ,     4.3 hrs    ,   19   ,   Good   ,      ,   6EA8553A   
     KIRAN PATEL     ,     00449     ,   84   ,   77   ,   -24   ,   237   ,   incomplete   ,   Pass   ,   2018-05-15   ,   0.7   ,   19.5   ,   Distinction   ,   blue   ,   1CA963EB   
     Akash Khan      ,     id_450    ,   138   ,   98   ,   46   ,   138+98+46   ,   68.33   ,   Pass   ,"   February 26, 2021   ",     0.3 hrs    ,   17.5   ,   None   ,   red   ,   27ECE7AB   
     SURESH REDDY     ,     S451X     ,   138   ,   91   ,   AB   ,   138+91+AB   ,   60.33   ,   Pass   ,   02-14-2019   ,   7.9   ,   None   ,   B   ,   white   ,   C3C16E51   
      sneha varma      ,    STU-0452    ,   63   ,   95   ,   97   ,   63+95+97   ,   85.0   ,   Pass   ,   2021-12-16   ,   0.2   ,   8   ,   A+   ,   white   ,   67FBC8C1   
     Shiva Khan      ,     S453X     ,   None   ,   93   ,   98   ,   None+93+98   ,   87.33   ,   Pass   ,   None   ,   3.6   ,   16   ,   A   ,   blue   ,   96D14D5F   
      rahul goud      ,       454        ,   None   ,   99   ,   66   ,   300/300   ,   79.0   ,   Pass   ,   06-23-2021   ,   4.0   ,   16   ,   Distinction   ,   white   ,   46BC0E56   
     SHIVA REDDY     ,     id_455    ,   AB   ,   92   ,   78   ,   AB+92+78   ,   70.67   ,   Pass   ,   04-29-2022   ,   0.9   ,   17   ,   B+   ,   blue   ,   2051C7A8   
     TEJA NAIDU     ,     id_456    ,   99   ,   62   ,   42   ,   99+62+42   ,   None   ,   Pass   ,   2018-03-27   ,    two    ,   16   ,   Good   ,   blue   ,   1494A849   
      naveen naidu      ,     S457X     ,   AB   ,   70   ,   63   ,   184   ,   140.85   ,   Pass   ,   02-09-2023   ,   -2.8   ,   18   ,   Good   ,   green   ,   087FEB40   
     SURESH GUPTA     ,       458        ,   79   ,   77   ,   82   ,   238   ,   144.06   ,   Pass   ,   09-Jan-2022   ,   6.1   ,   None   ,   Distinction   ,   red   ,   6553DF5C   
      shiva patel      ,   459   ,   38   ,   42   ,   80   ,   38+42+80   ,   53.33   ,   Pass   ,   2019-01-13   ,   4.1   ,   52   ,   C   ,   yellow   ,   247ABB1D   
     Prasad Sharma      ,       460        ,   70   ,   60   ,   -24   ,   70+60+-24   ,   54.0%   ,   Pass   ,   2022-08-08   ,   5.1   ,   16   ,   None   ,   blue   ,   EDAB9479   
      prasad rao      ,     00461     ,   65   ,   ?   ,   71   ,   65+?+71   ,   77.67   ,   Pass   ,   10/12/2020   ,   7.9   ,   18   ,   None   ,   red   ,   45B7C483   
      varun rao      ,     S462X     ,   53   ,   33   ,   61   ,   147   ,   49.0   ,   Pass   ,   30-Aug-2018   ,   6.1   ,   16   ,   None   ,   white   ,   985E1848   
      akash sharma      ,       463        ,   95   ,   48   ,   80   ,   95+48+80   ,   74.33   ,   Pass   ,"   July 08, 2020   ",   3.5   ,   16   ,   B   ,   black   ,   E086FCB6   
      teja rao      ,   464   ,   88   ,   ?   ,   75   ,   262   ,   87.33   ,   Pass   ,"   May 06, 2022   ",   3.6   ,   16   ,   None   ,   blue   ,   0FA9E118   
     VARUN NAIDU     ,       465        ,   73   ,   42   ,   50   ,   73+42+50   ,   -7.45   ,   Pass   ,   05-02-2024   ,   5.0   ,   17   ,   C   ,   white   ,   3C1C6D48   
     Devika Patel      ,     id_466    ,   53   ,   52   ,   -24   ,   178   ,   None   ,   Pass   ,   2021-06-25   ,   5.3   ,   None   ,   None   ,   white   ,   5BB3E18C   
     SANJANA REDDY     ,    STU-0467    ,   AB   ,   150   ,   40   ,   143   ,   47.67   ,   Pass   ,   11-Mar-2018   ,   4.0   ,   10   ,   Below Avg   ,   None   ,   484E5832   
     Lokesh Sharma      ,     id_468    ,   79   ,   83   ,   107   ,   check   ,   86.33   ,   Pass   ,   06/10/2023   ,   5.2   ,   67   ,   Distinction   ,   white   ,   9107662A   
     AKASH GOUD     ,    STU-0469    ,   -10   ,   44   ,   107   ,   check   ,   40.33   ,   Pass   ,   None   ,   0.2   ,   18.5   ,   D   ,   white   ,   97138F40   
     AKASH SHARMA     ,       470        ,   92   ,   ?   ,   92   ,   92+?+92   ,   None   ,   Pass   ,   18/09/2023   ,   3.4   ,   16   ,   A    ,   blue   ,   49B29B16   
     HARIKA AGARWAL     ,     00471     ,   138   ,   150   ,   AB   ,   error   ,   50.33   ,   Pass   ,   2023-07-01   ,   2.2   ,   18   ,   None   ,   yellow   ,   4CA0D584   
     Rahul Agarwal      ,       472        ,   95   ,   50   ,   42   ,   95+50+42   ,   62.33   ,   Pass   ,   2020-03-11   ,   None   ,   18   ,   B+   ,   green   ,   FB45CD53   
     LOKESH PATEL     ,   473   ,   138   ,   48   ,   40   ,   161   ,   53.67   ,   Pass   ,   2020-11-07   ,   0.8   ,   16   ,   None   ,   white   ,   1B2E2719   
      kiran varma      ,       474        ,   35   ,   89   ,   80   ,   35+89+80   ,   68.0   ,   Pass   ,   None   ,   None   ,   16   ,   Good   ,   unknown   ,   AA6AB641   
      naveen rao      ,    STU-0475    ,   37   ,   150   ,   46   ,   37+150+46   ,   48.33   ,   Pass   ,"   January 26, 2020   ",   25.7   ,   18   ,   Below Avg   ,   green   ,   47C38AC4   
     Divya Naidu      ,     id_476    ,   96   ,   78   ,   53   ,   96+78+53   ,   75.67   ,   Pass   ,   27-Jul-2024   ,   None   ,   19   ,   A    ,   blue   ,   18A5CCAE   
      lokesh reddy      ,     00477     ,   AB   ,   64   ,   48   ,   AB+64+48   ,   69.67   ,   Pass   ,   None   ,   3.8   ,   17   ,   B   ,   red   ,   61C37B16   
     Rohit Goud      ,   None   ,   59   ,   73   ,   AB   ,   59+73+AB   ,   66.0   ,   Pass   ,"   January 14, 2023   ",   3.9   ,   19   ,   B   ,   black   ,   None   
      sanjana gupta      ,       479        ,   None   ,   150   ,   37   ,   None+150+37   ,   55.67   ,   Pass   ,   14/08/2021   ,   1.6   ,   19   ,   Average   ,   None   ,   3C7663FB   
     Devika Naidu      ,     id_480    ,   67   ,   95   ,   57   ,   67+95+57   ,   -7.54   ,   Pass   ,   2024-05-19   ,    0    ,   16   ,   None   ,   red   ,   C05218AB   
     Prasad Sharma      ,     00481     ,   72   ,   75   ,   34   ,   72+75+34   ,   60.33   ,   Pass   ,   05-29-2022   ,    0    ,   17   ,   Good   ,   blue   ,   736A1ACB   
     RAHUL KHAN     ,     S482X     ,   -10   ,   38   ,   46   ,   124   ,   41.33   ,   Pass   ,   2018-04-20   ,    0    ,   58   ,   D   ,   black   ,   480665D4   
     POOJA GUPTA     ,       483        ,   92   ,   None   ,   65   ,   N/A   ,   absent   ,   Pass   ,   None   ,   4.8   ,   16   ,   B+   ,   None   ,   2093AC19   
     DEVIKA AGARWAL     ,       484        ,   78   ,   55   ,   107   ,   missing   ,   60.33   ,   Pass   ,   05-16-2023   ,   4.1   ,   19   ,   Good   ,   None   ,   46FADB2B   
     Rahul Agarwal      ,     S485X     ,   79   ,   150   ,   93   ,   79+150+93   ,   83.0   ,   Pass   ,   05-Nov-2022   ,   0.5   ,   47   ,   A+   ,   yellow   ,   F62D64ED   
     VARUN SHARMA     ,    STU-0486    ,   66   ,   None   ,   -24   ,   201   ,   None   ,   Pass   ,   01-25-2018   ,   39.6   ,     16 years    ,   Good   ,   blue   ,   6491C4A4   
     Pooja Sharma      ,    STU-0487    ,   79   ,   99   ,   83   ,   79+99+83   ,   87.0   ,   Pass   ,   None   ,     0.7 hrs    ,   16   ,   A    ,   None   ,   E0F66A58   
     LOKESH SHARMA     ,   488   ,   95   ,   57   ,   74   ,   error   ,   75.33   ,   Pass   ,"   January 08, 2020   ",   7.7   ,   16   ,   Distinction   ,   black   ,   None   
     Vikram Naidu      ,     id_489    ,   81   ,   -18   ,   76   ,   81+-18+76   ,   70.67   ,   Pass   ,   10-06-2023   ,   1.1   ,   17   ,   B   ,   blue   ,   D4F6FB57   
      devika agarwal      ,     00490     ,   55   ,   54   ,   41   ,   150   ,   50.0   ,   Pass   ,   29-Jun-2018   ,   None   ,     19 years    ,   Below Avg   ,   green   ,   0D118C81   
     SURESH PATEL     ,       491        ,   70   ,   -18   ,   50   ,   70+-18+50   ,   53.67   ,   Pass   ,   08-20-2018   ,    0    ,   11   ,   None   ,   blue   ,   0C549DC5   
     PRASAD NAIDU     ,       492        ,   53   ,   34   ,   40   ,   53+34+40   ,   42.33   ,   Pass   ,   2023-04-02   ,   None   ,     18 years    ,   D   ,   None   ,   AC71CF83   
     Pooja Naidu      ,   493   ,   138   ,   77   ,   34   ,   165   ,   55.0   ,   Pass   ,"   December 09, 2018   ",   6.1   ,   19   ,   C   ,   green   ,   643C97B7   
     Sanjana Gupta      ,       494        ,   91   ,   -18   ,   85   ,   242   ,   80.67   ,   Pass   ,   None   ,   0.0   ,   18   ,   Distinction   ,   white   ,   1937E55D   
     Harika Varma      ,     id_495    ,   52   ,   73   ,   49   ,   52+73+49   ,   58.0   ,   Pass   ,   2022-12-28   ,   0.0   ,   17   ,   Average   ,   green   ,   F383C3A9   
      divya agarwal      ,   496   ,   81   ,   150   ,   AB   ,   81+150+AB   ,   -23.19   ,   Pass   ,   2019-03-31   ,   3.0   ,   16   ,   B   ,   blue   ,   A16A2167   
     VIKRAM SHARMA     ,     id_497    ,   83   ,   72   ,   75   ,   83+72+75   ,   76.67   ,   Pass   ,   None   ,   1.1   ,   18   ,   A+   ,   green   ,   1D2A59CE   
      suresh patel      ,   498   ,   138   ,   77   ,   41   ,   missing   ,   55.33   ,   Pass   ,   2018-10-16   ,   0.1   ,     17 years    ,   C   ,   white   ,   4B1E575A   
      akash agarwal      ,       499        ,   -10   ,   99   ,   99   ,   -10+99+99   ,   82.33   ,   Pass   ,   21-May-2021   ,   3.7   ,   50   ,   A   ,   red   ,   16706F14   
     Suresh Reddy      ,   500   ,   65   ,   75   ,   -24   ,   check   ,   -19.74%   ,   Pass   ,   24-Apr-2024   ,   None   ,   18   ,   B+   ,   None   ,   7B8FA0E9   
     Devika Goud      ,    STU-0501    ,   35   ,   72   ,   None   ,   35+72+None   ,   51.67   ,   Pass   ,   None   ,   -2.6   ,   18   ,   Average   ,   green   ,   266B85A9   
      shiva khan      ,     00502     ,   88   ,   50   ,   55   ,   300/300   ,   64.33   ,   Pass   ,"   March 26, 2024   ",   5.3   ,   17.5   ,   Good   ,   blue   ,   48BF3FC2   
     Prasad Gupta      ,       503        ,   37   ,   52   ,   77   ,   37+52+77   ,   55.33   ,   Pass   ,   08-19-2019   ,   5.2   ,   16   ,   Average   ,   red   ,   B5D9DB19   
     LOKESH AGARWAL     ,     S504X     ,   50   ,   -18   ,   81   ,   50+-18+81   ,   69.0   ,   Pass   ,   03-11-2019   ,   2.0   ,   16   ,   B+   ,   yellow   ,   39D5DFE4   
     PRASAD RAO     ,     00505     ,   91   ,   44   ,   99   ,   91+44+99   ,   78.0   ,   Pass   ,   31/05/2020   ,   5.2   ,   18   ,   A   ,   yellow   ,   EBF12B54   
     Akash Agarwal      ,       506        ,   46   ,   54   ,   84   ,   184   ,   61.33   ,   Pass   ,"   November 17, 2022   ",     1.7 hrs    ,   18   ,   B+   ,   black   ,   2E36969B   
     SANJANA PATEL     ,     00507     ,   -10   ,   65   ,   62   ,   -10+65+62   ,   59.0   ,   Pass   ,   None   ,     1.0 hrs    ,   5   ,   C   ,   green   ,   81B8E9BE   
     LOKESH RAO     ,    STU-0508    ,   58   ,   None   ,   91   ,   error   ,   76.33   ,   Pass   ,   2023-11-06   ,   5.6   ,     16 years    ,   None   ,   green   ,   51724E92   
     ROHIT VARMA     ,     00509     ,   AB   ,   44   ,   52   ,   158   ,   52.67   ,   Pass   ,   15/04/2022   ,   0.9   ,   17   ,   Average   ,   multi   ,   CF14EB7D   
     SHIVA PATEL     ,   510   ,   42   ,   97   ,   44   ,   183   ,   61.0   ,   Pass   ,   05/11/2018   ,     8.0 hrs    ,   17   ,   None   ,   white   ,   940F4F35   
     POOJA PATEL     ,     00511     ,   70   ,   50   ,   56   ,   176   ,   58.67   ,   Pass   ,   2018-12-09   ,   1.5   ,   None   ,   C   ,   yellow   ,   71EC6CE1   
      kiran rao      ,       512        ,   42   ,   ?   ,   93   ,   177   ,   59.0   ,   Pass   ,   03-12-2019   ,     4.8 hrs    ,     19 years    ,   None   ,   black   ,   96AF1C85   
     PRASAD PATEL     ,     S513X     ,   92   ,   48   ,   80   ,   92+48+80   ,   None   ,   Pass   ,   None   ,   3.3   ,   11   ,   B+   ,   red   ,   E9754CDA   
      harika gupta      ,     S514X     ,   94   ,   63   ,   82   ,   239   ,   79.67   ,   Pass   ,   05-19-2018   ,   1.0   ,   18   ,   A+   ,   green   ,   FCEC2AFF   
     Prasad Reddy      ,     id_515    ,   84   ,   97   ,   80   ,   84+97+80   ,   87.0   ,   Pass   ,"   July 13, 2018   ",   None   ,   19   ,   A   ,   yellow   ,   F2CE801C   
     VIKRAM AGARWAL     ,     00516     ,   138   ,   81   ,   76   ,   219   ,   73.0   ,   Pass   ,"   March 30, 2021   ",   -5.0   ,   7   ,   B+   ,   black   ,   None   
      shiva rao      ,     S517X     ,   AB   ,   56   ,   33   ,   error   ,   54.67   ,   Pass   ,"   July 31, 2020   ",     6.5 hrs    ,   17   ,   C   ,   blue   ,   E993C381   
     ANITA NAIDU     ,     00518     ,   98   ,   58   ,   36   ,   98+58+36   ,   123.46   ,   Pass   ,   09-Jun-2019   ,   6.7   ,   None   ,   Good   ,   yellow   ,   558C2E07   
     ANITA AGARWAL     ,     S519X     ,   61   ,   -18   ,   64   ,   61+-18+64   ,   60.67   ,   Pass   ,   13-Jun-2022   ,   3.9   ,     19 years    ,   B   ,   black   ,   1BA43D8E   
      lokesh reddy      ,     00520     ,   97   ,   -18   ,   77   ,   238   ,   absent   ,   Pass   ,"   March 07, 2024   ",   None   ,   17   ,   Distinction   ,   red   ,   None   
     VIKRAM PATEL     ,       521        ,   AB   ,   37   ,   None   ,   162   ,   54.0   ,   Pass   ,   01-11-2020   ,   5.4   ,   17   ,   C   ,      ,   None   
     VIKRAM SHARMA     ,     00522     ,   67   ,   45   ,   None   ,   160   ,   53.33   ,   Pass   ,   2020-05-11   ,   -5.8   ,   19.5   ,   Average   ,   None   ,   EF97B519   
      prasad goud      ,       523        ,   63   ,   65   ,   92   ,   63+65+92   ,   73.33   ,   Pass   ,   2020-08-11   ,    0    ,   18.5   ,   B   ,   black   ,   6E6908C3   
      akash khan      ,       524        ,   47   ,   59   ,   67   ,   173   ,   57.67   ,   Pass   ,"   July 26, 2021   ",    two    ,   16   ,   C   ,   green   ,   BD179B96   
     HARIKA SHARMA     ,     id_525    ,   80   ,   47   ,   96   ,   80+47+96   ,   74.33   ,   Pass   ,   2021-06-28   ,     6.4 hrs    ,     19 years    ,   Good   ,   white   ,   B080256C   
     AKASH AGARWAL     ,     S526X     ,   -10   ,   None   ,   88   ,   188   ,   62.67   ,   Pass   ,   2022-10-10   ,   3.2   ,   5   ,   Good   ,   yellow   ,   C02A77E2   
     Harika Rao      ,   527   ,   40   ,   78   ,   98   ,   216   ,   72.0   ,   Pass   ,   28/12/2023   ,    0    ,   None   ,   B+   ,   green   ,   1AAE9714   
     Prasad Agarwal      ,       528        ,   81   ,   33   ,   42   ,   156   ,   52.0   ,   Pass   ,   02/03/2020   ,   4.7   ,   19   ,   None   ,   blue   ,   8015DBE9   
      kiran khan      ,     S529X     ,   59   ,   36   ,   76   ,   59+36+76   ,   57.0   ,   Pass   ,   30/06/2019   ,   1.3   ,   19   ,   C   ,   white   ,   B5337415   
      sneha varma      ,    STU-0530    ,   44   ,   68   ,   None   ,   44+68+None   ,   -6.8   ,   Pass   ,"   January 19, 2023   ",   0.2   ,   8   ,   B+   ,   black   ,   B237CAF8   
